Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,NMO_ID,Interpretation notes figures,New?,Notes,copied to portal folder,Ordering
"Gulyás AI, Freund TF",Pyramidal cell dendrites are the primary targets of calbindin D28k-immunoreactive interneurons in the hippocampus,Hippocampus,1996,8953305,4048,Gulyas-Freund-1996-525-Hippocampus-Fig2B_n1_Cell4048.jpeg,figure,630756,,not yet in database,,,,,758
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4048,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_127T3-Cell4048.jpeg,figure,630758,,NMO_02331,,,,,759
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4048,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_174T4-Cell4048.jpeg,figure,750122,,NMO_02343,,,,,759
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4048,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_50T2-Cell4048.jpeg,figure,750124,,NMO_02344,,,,,759
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4048,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_56T1-Cell4048.jpeg,figure,750126,,NMO_02346,,,,,759
"Svoboda KR, Adams CE, Lupica CR",Opioid receptor subtype expression defines morphologically distinct classes of hippocampal interneurons,Journal of Neuroscience,1999,9870941,4083,Svoboda-Lupica-1999-85-JNeurosci-Fig7A-Cell4083.jpeg,figure,630760,,no 3D reconstructions,,,,,760
"Svoboda KR, Adams CE, Lupica CR",Opioid receptor subtype expression defines morphologically distinct classes of hippocampal interneurons,Journal of Neuroscience,1999,9870941,4083,Svoboda-Lupica-1999-85-JNeurosci-Fig7B-Cell4083.jpeg,figure,630762,,no 3D reconstructions,,,,,761
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4083,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a-Cell4083.jpeg,figure,630764,,,,,,,762
"Bell LA, Bell KA, McQuiston AR",Synaptic muscarinic response types in hippocampal CA1 interneurons depend on different levels of presynaptic activity and different muscarinic receptor subtypes,Neuropharmacology,2013,23747570,4083,Bell-McQuiston-2013-160-v73-Neuropharmacology-Fig8A-Cell4083.jpeg,figure,630766,,,,,,,763
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ",Dual origins of functionally distinct O-LM interneurons revealed by differential 5-HT(3A)R expression,Nature Neuroscience,2013,24097043,4083,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Fig3a-Cell4083.jpeg,figure,630768,,,,,,,764
"Tyan L, Chamberland S, Magnin E, Camiré O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,4083,Tyan-Topolnik-2014-4534-JNeurosci-Fig7B3-Cell4083.jpeg,figure,630770,,,,,,,765
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ",Dual origins of functionally distinct O-LM interneurons revealed by differential 5-HT(3A)R expression,Nature Neuroscience,2013,24097043,4087,Chittajallu-McBain-2013-1598-v16-NatNeurosci-FigS3c-Cell4087.pd.jpeg,figure,630772,,,,,,,766
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4084,Varga-Soltesz-2014-e04006-eLife-Fig4A-Cell4084.jpeg,figure,630780,,,,,,,767
"Amaral DG, Scharfman HE, Lavenex P",The dentate gyrus: fundamental neuroanatomical organization (dentate gyrus for dummies),Progress in Brain Research,2007,17765709,1000,Amaral-Lavenex-2007-3-ProgBrainRes-Plate1.4-Cell2000.jpeg,figure,630783,,,,,,,52
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4080,Hajos-Mody-1997-8427-JNeurosci-Fig4B-Cell4080.jpeg,figure,630786,,,,,,,768
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4091,Acsady-Freund-1996-299-Neurosci-Fig5cell2.jpeg,figure,630787,,no 3D reconstructions,,1,,,13
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4080,Hajos-Mody-1997-8427-JNeurosci-Fig5B-Cell4080.jpeg,figure,630788,,,,,,,769
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4022,Acsady-Freund-1996-299-Neurosci-Fig2-CA1_2003_IS-3.jpeg,figure,630789,,no 3D reconstructions,,1,"#2,#4",,5
"Chamberland S, Topolnik L",Inhibitory control of hippocampal inhibitory neurons,Frontiers in Neuroscience,2012,23162426,4022,Chamberland-Topolnik-2012-1-FrontNeurosci-Fig2A-Cell4022.jpeg,figure,630790,,not yet in database,,,,,770
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4021,Acsady-Freund-1996-299-Neurosci-Fig2-CA1_2100_IS-2.jpeg,figure,630791,,no 3D reconstructions,,1,#5,,6
"Chamberland S, Topolnik L",Inhibitory control of hippocampal inhibitory neurons,Frontiers in Neuroscience,2012,23162426,4022,Chamberland-Topolnik-2012-1-FrontNeurosci-Fig2D-Cell4022.jpeg,figure,630792,,not yet in database,,,,,771
"Naber, P.A.,  Lopes  da  Silva,  F.H.  and  Witter,  M.P.  ",Reciprocal  connections between the entorhinal cortex and hippocampal fields CA1 and the subiculum are in register with the projections from CA1 to the subiculum.,"Hippocampus, 11(2): 99Ç__104.",2001,11345131,4099,Naber-Witter-2001-99-Hippocampus-Fig3.jpeg,figure,630795,,,,,,,447
"Chamberland S, Salesse C, Topolnik D, Topolnik L",Synapse-specific inhibitory control of hippocampal feedback inhibitory circuit,Frontiers in Cellular Neuroscience,2010,21060720,4022,Chamberland-Topolnik-2010-130-FrontCellNeurosci-Fig1E-Cell4022.jpeg,figure,630796,,,,,,,772
"Naber, P.A.,  Lopes  da  Silva,  F.H.  and  Witter,  M.P.  ",Reciprocal  connections between the entorhinal cortex and hippocampal fields CA1 and the subiculum are in register with the projections from CA1 to the subiculum.,"Hippocampus, 11(2): 99Ç__104.",2001,11345131,4099,Naber-Witter-2001-99-Hippocampus-Fig2C.jpeg,figure,630797,,not yet in database,,,,,446
"Chamberland S, Salesse C, Topolnik D, Topolnik L",Synapse-specific inhibitory control of hippocampal feedback inhibitory circuit,Frontiers in Cellular Neuroscience,2010,21060720,4022,Chamberland-Topolnik-2010-130-FrontCellNeurosci-Fig3A-Cell4022.jpeg,figure,630798,,,,,,,773
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6082,Canto-Witter-2008-381243-NeuralPlast-Fig2a-Cell6082.jpeg,figure,630800,,not yet in database,,,,,774
"Cope DW, Maccaferri G, Mï¿_rton LF, Roberts JD, Cobden PM, Somogyi P",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus,Neuroscience,2002,11784700,4079,Cope-Somogyi-2002-63-Neurosci-Fig2B-Cell4079.jpeg,figure,630806,,,,,,,776
"Maccaferri,  G.  &  McBain,  C.J."," Long-term  potentiation  in  distinct
subtypes of hippocampal nonpyramidal neurons."," J. Neurosci., 16, 5334-5343",1996,8757246,4078,Maccaferri-McBain-1996-5334-JNeurosci-Fig4A1-Cell4078.jpeg,figure,630808,,,,,,,777
"Dugladze T, Schmitz D, Whittington MA, Vida I, Gloveli T",Segregation of axonal and somatic activity during fast network oscillations,Science,2012,22700932,2028,Dugladze-Gloveli-2012-1458-Science-Fig2A-Cell2028.jpeg,figure,630810,,,,,,,778
"Dugladze T, Schmitz D, Whittington MA, Vida I, Gloveli T",Segregation of axonal and somatic activity during fast network oscillations,Science,2012,22700932,2028,Dugladze-Gloveli-2012-1458-Science-Fig4A-Cell2028.jpeg,figure,630812,,,,,,,779
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6082,Klink-Alonso-1997-571-Hippocampus-Fig10-EC_(+)333000p_DG_1000_SUB_111_excitatory.jpeg,figure,630813,,,,,,,365
"Liu YC, Cheng JK, Lien CC",Rapid dynamic changes of dendritic inhibition in the dentate gyrus by presynaptic activity patterns,Journal of Neuroscience,2014,24453325,1036,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2A1-Cell1036.jpeg,figure,630816,,,,,,,780
"Hájos N, Papp EC, Acsády L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4031,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4031.jpeg,figure,630818,,,,,,,781
"Tyan L, Chamberland S, Magnin E, Camiré O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,4020,Tyan-Topolnik-2014-4534-JNeurosci-Fig2D-Cell4020.jpeg,figure,630820,,,,,,,782
"Tyan L, Chamberland S, Magnin E, Camiré O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,4020,Tyan-Topolnik-2014-4534-JNeurosci-Fig5D-Cell4020.jpeg,figure,630822,,,,,,,783
"Tyan L, Chamberland S, Magnin E, Camiré O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,4020,Tyan-Topolnik-2014-4534-JNeurosci-Fig6C2-Cell4020.jpeg,figure,630824,,,,,,,784
"Szabó GG, Holderith N, Gulyás AI, Freund TF, Hájos N",Distinct synaptic properties of perisomatic inhibitory cell types and their different modulation by cholinergic receptor activation in the CA3 region of the mouse hippocampus,European Journal of Neuroscience,2010,20529124,2125,Szabo-Hajos-2010-2234-EurJNeurosci-Fig1B-Cell2125.jpeg,figure,630826,,,,,,,785
"Armstrong C, Krook-Magnuson E, Soltesz I",Neurogliaform and Ivy Cells: A Major Family of nNOS Expressing GABAergic Neurons,Frontiers in Neural Circuits,2012,22623913,1008,Armstrong-Soltesz-2012-1-FrontNeuralCircuits-Fig1A-Cell1008.jpeg,figure,630828,,,,,,,786
"Klausberger T, Márton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,Klausberger-Somogyi-2004-41-NatNeurosci-Fig1b-Cell4080.jpeg,figure,630836,,,,,,,787
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4099,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3Ai.jpeg,figure,630837,,book,,,,,242
"Forro T, Valenti O, Lasztoczi B, Klausberger T",Temporal organization of GABAergic interneurons in the intermediate CA1 hippocampus during network oscillations,Cerebral Cortex,2015,24275828,4146,Forro-Klausberger-2015-1228-v25-CerebCortex-Fig4A-Cell4146.jpeg,figure,630844,1,NMO_35829,,,,,788
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2004,Bernard-Wheal-1994-497-Hippocampus-AppA3.jpeg,table,630849,,,,,,,66
"Svoboda KR, Adams CE, Lupica CR",Opioid receptor subtype expression defines morphologically distinct classes of hippocampal interneurons,Journal of neuroscience,1999,9870941,4146,Svoboda-Lupica-1999-85-JNeurosci-Fig6A-Cell4146.jpeg,figure,630850,,no 3D reconstructions,,,,,789
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2004,Bernard-Wheal-1994-497-Hippocampus-AppA2.jpeg,table,630851,,,,,,,64
"Katona I, Acsady L, Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience,1999,10051188,1046,Katona-Freund-1999-37-Neurosci-Fig3-Cell1046.jpeg,figure,630852,,,,,,,790
"Hsu TT, Lee CT, Tai MH, Lien CC",Differential Recruitment of Dentate Gyrus Interneuron Types by Commissural Versus Perforant Pathways,Cerebral Cortex,2016,26045570,1046,Hsu-Lien-2016-2715-v26-CerebCortex-Fig3F-Cell1046.jpeg,figure,630858,,NMO_49353,,,,,791
"Martínez A, Ruiz M, Soriano E","Spiny calretinin-immunoreactive neurons in the hilus and CA3 region of the rat hippocampus: local axon circuits, synaptic connections, and glutamic acid decarboxylase 65/67 mRNA expression",Journal of Comparative Neurology,1999,9987989,1049,Martinez-Soriano-1999-438-JCompNeurol-Fig1B-Cell1049.jpeg,figure,630860,,,,,,,792
"Buckmaster PS, Strowbridge BW, Schwartzkroin PA",A comparison of rat hippocampal mossy cells and CA3c pyramidal cells,Journal of Neurophysiology,1993,8283200,1049,Buckmaster-Schwartzkroin-1993-1281-JNeurophysiol-Fig6A-Cell1049.jpeg,figure,630870,,no 3D reconstructions,,,,,793
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ",Dual origins of functionally distinct O-LM interneurons revealed by differential 5-HT(3A)R expression,Nature Neuroscience,2013,24097043,4139,Chittajallu-McBain-2013-1598-v16-NatNeurosci-FigS2b-Cell4139.jpeg,figure,630872,1,not in archive,,,,,794
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,Klausberger-Somogyi-2005-9782-JNeurosci-FIg1A-Cell4139.jpeg,figure,630876,,no 3D reconstructions,,,,,795
"Ceranik K, Bender R, Geiger JR, Monyer H, Jonas P, Frotscher M, Lubke J",A novel type of GABAergic interneuron connecting the input and the output regions of the hippocampus,Journal of Neuroscience,1997,9204922,1075,Ceranik-Lubke-1997-5380-JNeurosci-Fig3A-Cell1075.jpeg,figure,630882,1,,,,,,796
"Ceranik K, Bender R, Geiger JR, Monyer H, Jonas P, Frotscher M, Lubke J",A novel type of GABAergic interneuron connecting the input and the output regions of the hippocampus,Journal of Neuroscience,1997,9204922,1075,Ceranik-Lubke-1997-5380-JNeurosci-Fig3B-Cell1075.jpeg,figure,630884,,,,,,,797
"Hosp JA, Struber M, Yanagawa Y, Obata K, Vida I, Jonas P, Bartos M",Morpho-physiological criteria divide dentate gyrus interneurons into classes,Hippocampus,2014,24108530,1075,Hosp-Bartos-2014-189-v24-Hippocampus-FigS6B-Cell1075.jpeg,figure,630890,,NMO_34297,,,,,798
"Méndez P, Pazienti A, Szabó G, Bacci A",Direct alteration of a specific inhibitory circuit of the hippocampus by antidepressants,Journal of Neuroscience,2012,23175817,4145,Mendez-Bacci-2012-16616-v32-n47-JNeurosci-Fig4A-Cell4145.jpeg,figure,630896,1,NMO_34272,,,,,
"Evstratova A, Chamberland S, Topolnik L",Cell type-specific and activity-dependent dynamics of action potential-evoked Ca2+ signals in dendrites of hippocampal inhibitory interneurons,Journal of Physiology,2011,21486769,4145,Evstratova-Topolnik-2011-1957-JPhysiol-Fig4Db-Cell4145.jpeg,figure,630902,,not in archive,,,,,
"Bell LA, Bell KA, McQuiston AR",Activation of muscarinic receptors by ACh release in hippocampal CA1 depolarizes VIP but has varying effects on parvalbumin-expressing basket cells,Journal of Physiology,2015,25556796,4145,Bell-McQuiston-2015-197-v395-n1-JPhysiol-Fig2B-Cell4145.jpeg,figure,630908,,NMO_49382,,,,,
"Tamamaki N, Abe K, Nojyo Y",Columnar organization in the subiculum formed by axon branches originating from single CA1 pyramidal neurons in the rat hippocampus,Brain Research,1987,3607449,4098,Tamamaki-Nojyo-1987-156-BrainRes-Fig3-Cell4098.jpeg,figure,630910,,not yet in database,,,,,606
"Soriano E, Nitsch R, Frotscher M",Axo-axonic chandelier cells in the rat fascia dentata: Golgi-electron microscopy and immunocytochemical studies,Journal of Comparative Neurology,1990,1690225,1064,Soriano-Frotscher-1990-1-JCompNeurol-Fig2C-Cell1064.jpeg,figure,630912,,,,,,,
"Soriano E, Nitsch R, Frotscher M",Axo-axonic chandelier cells in the rat fascia dentata: Golgi-electron microscopy and immunocytochemical studies,Journal of Comparative Neurology,1990,1690225,1064,Soriano-Frotscher-1990-1-JCompNeurol-Fig3A-Cell1064.jpeg,figure,630918,,,,,,,
"Soriano E, Nitsch R, Frotscher M",Axo-axonic chandelier cells in the rat fascia dentata: Golgi-electron microscopy and immunocytochemical studies,Journal of Comparative Neurology,1990,1690225,1064,Soriano-Frotscher-1990-1-JCompNeurol-Fig3B-Cell1064.jpeg,figure,630920,1,,,,,,
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,Journal of Neuroscience,2012,22396425,1077,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1077.jpeg,figure,630922,1,not yet in database,,,,,
"He S, Shao LR, Rittase WB, Bausch SB",Increased Kv1 channel expression may contribute to decreased sIPSC frequency following chronic inhibition of NR2B-containing NMDAR,Neuropsychopharmocology,2012,22218089,1052,He-Bausch-2012-1338-v37-Neuropsychopharmacology-Fig3a-Cell1052.jpeg,figure,630928,1,not yet in database,,,,,
"Scharfman HE, Myers CE",Hilar mossy cells of the dentate gyrus: a historical perspective,Frontiers in Neural Circuits,2013,23420672,1054,Scharfman-Myers-2013-1-FrontNeuralCircuits-Fig6A-Cell1054.jpeg,figure,630932,1,not yet in database,,,,,
"Soltesz I, Bourassa J, Deschênes M",The behavior of mossy cells of the rat dentate gyrus during theta oscillations in vivo,Neuroscience,1993,8309524,1032,Soltesz-Deschenes-1993-555-Neurosci-Fig4-Cell1032.jpeg,figure,630934,1,no 3D reconstructions,,,,,
"Hosp JA, Struber M, Yanagawa Y, Obata K, Vida I, Jonas P, Bartos M",Morpho-physiological criteria divide dentate gyrus interneurons into classes,Hippocampus,2014,24108530,1024,Hosp-Bartos-2014-189-v24-Hippocampus-Fig2B_M4_left-Cell1024.jpeg,figure,630946,1,NMO_34296,,,,,
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1024,Hajos-Freund-1996-1415-EurJNeurosci-Fig5_left-Cell1024.jpeg,figure,630952,,,,,,,
"Hsu TT, Lee CT, Tai MH, Lien CC",Differential Recruitment of Dentate Gyrus Interneuron Types by Commissural Versus Perforant Pathways,Cerebral Cortex,2016,26045570,1078,Hsu-Lien-2016-2715-v26-CerebCortex-Fig3H-Cell1078.jpeg,figure,630958,1,NMO_49354,,,,,
"Guly_s AI, H_jos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,1016,Gulyas-Freund-1996-3397-JNeurosci-Fig2B-Cell1016.jpeg,figure,630960,1,no 3D reconstructions,,,,,
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1017,Hajos-Freund-1996-1415-EurJNeurosci-Fig2_cell1-Cell1017.jpeg,figure,630966,1,not yet in database,,,,,
"Hsu TT, Lee CT, Tai MH, Lien CC",Differential Recruitment of Dentate Gyrus Interneuron Types by Commissural Versus Perforant Pathways,Cerebral Cortex,2016,26045570,1076,Hsu-Lien-2016-2715-v26-CerebCortex-FigS11A-Cell1076.jpeg,figure,630974,1,NMO_49355,,,,,
"Buckmaster PS, Yamawaki R, Zhang GF",Axon arbors and synaptic connections of a vulnerable population of interneurons in the dentate gyrus in vivo,Journal of Comparative Neurology,2002,11920713,1085,Buckmaster-Zhang-2002-360-JCompNeurol-Fig4B-Cell1085.jpeg,figure,630976,1,not yet in database,,,,,
"Buckmaster PS, Schwartzkroin PA",Physiological and morphological heterogeneity of dentate gyrus-hilus interneurons in the gerbil hippocampus in vivo,European Journal of Neuroscience,1995,8542057,1087,Buckmaster-Schwartzkroin-1995-1393-EurJNeurosci-Fig3A-Cell1087.jpeg,figure,630982,1,not yet in database,,,,,
"Katona I, Acsady L, Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience,1999,10051188,1014,Katona-Freund-1999-37-Neurosci-Fig3_cell1-Cell1014.jpeg,figure,630988,1,no 3D reconstructions,,,,,
"Hájos N, Karlócai MR, Németh B, Ulbert I, Monyer H, Szabó G, Erdélyi F, Freund TF, Gulyás AI",Input-output features of anatomically identified CA3 neurons during hippocampal sharp wave/ripple oscillation in vitro,Journal of Neuroscience,2013,23843535,2076,Hajos-Gulyas-2013-11677-JNeurosci-Fig2A-Cell2076.jpeg,figure,630992,1,no 3D reconstructions,,,,,
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2111,Gulyas-Freund-1993-1729-EurJNeurosci-Fig11B-Cell2111.jpeg,figure,630994,1,not yet in database,,,,,
