Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,NMO_ID,Interpretation notes figures,New?,Notes,copied to portal folder,Ordering
"Ali AB, Todorova M",Asynchronous release of GABA via tonic cannabinoid receptor activation at identified interneuron synapses in rat CA1,Eur J Neurosci.,2010,20345910,4095,Ali-Todorova-2010-1196-EJN-Fig3Ba-Cell4095.jpeg,figure,630530,,not yet in database,,,,,707
"Tyan L, Chamberland S, Magnin E, Camiré O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,4096,Tyan-Topolnik-2014-4534-JNeurosci-Fig1F-Cell4096.jpeg,figure,630534,1,NMO_50495,,,,,708
"Tyan L, Chamberland S, Magnin E, Camiré O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,4096,Tyan-Topolnik-2014-4534-JNeurosci-Fig2A_red_black-Cell4096.jpeg,figure,630536,,NMO_50491,,,,,782
"Quattrocolo G, Maccaferri G",Novel GABAergic circuits mediating excitation/inhibition of Cajal-Retzius cells in the developing hippocampus,Journal of Neuroscience,2013,23536064,4146,Quattrocolo-Maccaferri-2013-5486-v33-n13-JNeuroscience-Fig7B-Cell4146.jpeg,figure,630538,,not yet in database,,,,,709
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ",Dual origins of functionally distinct O-LM interneurons revealed by differential 5-HT(3A)R expression,Nature Neuroscience,2013,24097043,4146,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Fig4d-Cell4146.jpeg,figure,630540,,not in archive,,,,,710
"Rowland DC, Weible AP, Wickersham IR, Wu H, Mayford M, Witter MP, Kentros CG",Transgenically targeted rabies virus demonstrates a major monosynaptic projection from hippocampal area CA2 to medial entorhinal layer II neurons,Journal of Neuroscience,2013,24027288,3000,Rowland-Kentros-2013-14889-JNeurosci-Fig2A-Cell3000.jpeg,figure,630552,,,,,,,711
"Rowland DC, Weible AP, Wickersham IR, Wu H, Mayford M, Witter MP, Kentros CG",Transgenically targeted rabies virus demonstrates a major monosynaptic projection from hippocampal area CA2 to medial entorhinal layer II neurons,Journal of Neuroscience,2013,24027288,3000,Rowland-Kentros-2013-14889-JNeurosci-Fig3A-Cell3000.jpeg,figure,630554,,,,,,,712
"Rowland DC, Weible AP, Wickersham IR, Wu H, Mayford M, Witter MP, Kentros CG",Transgenically targeted rabies virus demonstrates a major monosynaptic projection from hippocampal area CA2 to medial entorhinal layer II neurons,Journal of Neuroscience,2013,24027288,3000,Rowland-Kentros-2013-14889-JNeurosci-Fig4B-Cell3000.jpeg,figure,630556,,,,,,,713
"Rowland DC, Weible AP, Wickersham IR, Wu H, Mayford M, Witter MP, Kentros CG",Transgenically targeted rabies virus demonstrates a major monosynaptic projection from hippocampal area CA2 to medial entorhinal layer II neurons,Journal of Neuroscience,2013,24027288,3000,Rowland-Kentros-2013-14889-JNeurosci-Fig6A-Cell3000.jpeg,figure,630568,,,,,,,714
"Zhao C, Deng W, Gage FH",Mechanisms and functional implications of adult neurogenesis,Cell,2008,18295581,1047,Zhao-Gage-2008-645-v132-n4-Cell-Fig2-Cell1047.jpeg,figure,630572,,no 3D reconstructions,,,,,715
"Zhao C, Teng EM, Summers RG Jr, Ming GL, Gage FH",Distinct morphological stages of dentate granule neuron maturation in the adult mouse hippocampus,Journal of Neuroscience,2006,16399667,1047,Zhao-Gage-2006-3-v26-n1-JNeurosci-Fig1-Cell1047.jpeg,figure,630574,,no 3D reconstructions,,,,,716
"Deller T, Martinez A, Nitsch R, Frotscher M",A novel entorhinal projection to the rat dentate gyrus: direct innervation of proximal dendrites and cell bodies of granule cells and GABAergic neurons,Journal of Neuroscience,1996,8627369,6002,Deller-Frotscher-1996-3322-JNeurosci-Fig2b-Cell6002.jpeg,figure,630594,,,,,,,717
"Deller T, Martinez A, Nitsch R, Frotscher M",A novel entorhinal projection to the rat dentate gyrus: direct innervation of proximal dendrites and cell bodies of granule cells and GABAergic neurons,Journal of Neuroscience,1996,8627369,6002,Deller-Frotscher-1996-3322-JNeurosci-Fig2c-Cell6002.jpeg,figure,630596,,,,,,,718
"Deller T, Martinez A, Nitsch R, Frotscher M",A novel entorhinal projection to the rat dentate gyrus: direct innervation of proximal dendrites and cell bodies of granule cells and GABAergic neurons,Journal of Neuroscience,1996,8627369,6002,Deller-Frotscher-1996-3322-JNeurosci-Fig3-Cell6002.jpeg,figure,630598,,,,,,,719
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4081,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Tab1-CA1_0333_Ivy.jpeg,table,630599,,,,,,,530
"Deller T, Martinez A, Nitsch R, Frotscher M",A novel entorhinal projection to the rat dentate gyrus: direct innervation of proximal dendrites and cell bodies of granule cells and GABAergic neurons,Journal of Neuroscience,1996,8627369,6002,Deller-Frotscher-1996-3322-JNeurosci-Fig4-Cell6002.jpeg,figure,630600,,,,,,,720
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4080,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Tab1-CA1_0333_BiC.jpeg,table,630601,,,,,,,529
