# ----------------------------------------
# All Web Site Data
# Exit Pages
# 20150101-20230701
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/php/view_fp_image.php?image=Buhl-Somogyi-1994-1289-JNeurophys-Fig5A-Cell1010-FASP.NASP.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Buhl-Somogyi-1994-1289-JNeurophys-Fig5B-Cell1010-NASP.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Buhl-Somogyi-1994-1289-JNeurophys-Fig5E-Cell4036-ASP..jpeg,0,1,0.00%
/php/view_fp_image.php?image=Buhl-Somogyi-1994-1289-JNeurophys-Fig5F-Cell4036-ASP..jpeg,0,1,0.00%
/php/view_fp_image.php?image=Bullis-Poolos-2007-431-JPhysiol-Fig5B-Cell4054-NASP.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Canto-Witter-2012-1277-Hippocampus-Fig7C6-Cell6003-FASP.NASP.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Canto-Witter-2012-1277-Hippocampus-Fig7C6-Cell6082-FASP.NASP.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Chevaleyre-Siegelbaum-2010-560-Neuron-Fig1A-Cell3000-D.ASP..jpeg,0,1,0.00%
/php/view_fp_image.php?image=Chittajallu-McBain-2013-1598-v16-NatNeurosci-Fig3b-Cell4083-PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Cope-Somogyi-2002-63-Neurosci-Fig4D1-Cell4015-ASP.ASP..jpeg,0,1,0.00%
/php/view_fp_image.php?image=Dugladze-Gloveli-2012-1458-Science-Fig2A-Cell2028-ASP..jpeg,0,1,0.00%
/php/view_fp_image.php?image=Hamam-Amaral-2000-457-JCompNeurol-Fig3C-Cell6021-FASP.NASP.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Hemond-Jaffe-2008-411-Hippocampus-Fig4Atop-Cell2000-ASP..jpeg,0,2,0.00%
/php/view_fp_image.php?image=Kirson-Yaari-2000-4844-JNeurosci-Fig2Bb-Cell4000-PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Lubke-Spruston-1998-1518-JNeurophys-Fig5B-Cell1002-D.ASP..jpeg,0,3,0.00%
/php/view_fp_image.php?image=Mercer-Thomson-2007-7329-JNeurosci-Fig5B-Cell3006-D.PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Mercer-Thomson-2007-7329-JNeurosci-Fig5Binset-Cell3006-PSTUT.jpeg,0,3,0.00%
/php/view_fp_image.php?image=Mott-Lewis-1997-3990-JNeurosci-Fig11D-Cell1004-PSTUT.jpeg,0,3,0.00%
/php/view_fp_image.php?image=Mott-Lewis-1997-3990-JNeurosci-Fig7Abot-Cell1004-ASP..jpeg,0,1,0.00%
/php/view_fp_image.php?image=Mott-Lewis-1997-3990-JNeurosci-Fig7Atop-Cell1004-ASP..jpeg,0,1,0.00%
/php/view_fp_image.php?image=Pawelzik-Thomson-2002-346-JCompNeurol-Fig10B-Cell4028-NASP.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Pawelzik-Thomson-2002-346-JCompNeurol-Fig4Bbot-Cell4036-PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Pawelzik-Thomson-2002-346-JCompNeurol-Fig4Btop-Cell4036-PSTUT.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Pawelzik-Thomson-2002-346-JCompNeurol-Fig5Btop-Cell4080-PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Pawelzik-Thomson-2002-346-JCompNeurol-Fig5Gtop-Cell4080-PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Price-Capogna-2005-6775-JNeurosci-Fig1A2-Cell4011-PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Spruston-Frotscher-1997-427-JCompNeurol-Fig8B-Cell2013-PSTUT.jpeg,0,3,0.00%
/php/view_fp_image.php?image=Szabadics-Soltesz-2009-4239-JNeurosci-Fig5D-Cell2019-PSTUT.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Tricoire-McBain-2011-10948-JNeurosci-Fig7Cred-Cell4013-PSTUT.jpeg,0,2,0.00%
/php/view_fp_image.php?image=Tricoire-McBain-2011-10948-JNeurosci-Fig8Agrey-Cell4039-NASP.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Williams-Strowbridge-2007-13756-JNeurosci-Fig2A1-Cell1000-TSWB.SLN.jpeg,0,1,0.00%
/php/view_fp_image.php?image=Zemankovics-Hajos-2010-2109-JPhsyiol-Fig1BO-R-Cell4039-ASP..jpeg,0,1,0.00%
/phpdev/,0,4,0.00%
/phpdev/index.php,0,8,0.00%
/phpmain/,0,10,0.00%
/synapse_probabilities/php/,0,9,0.00%
/synapse_probabilities/php/firing_patterns.php,0,10,0.00%
/synapse_probabilities/php/property_page_connectivity_orig.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_connectivity_test.php,0,3,0.00%
/synapse_probabilities/php/property_page_connectivity_test.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_connectivity.php,0,9,0.00%
/synapse_probabilities/php/property_page_connectivity.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,18,0.00%
/synapse_probabilities/php/property_page_connectivity.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1009&val2_property=DG_H&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_connectivity.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,5,0.00%
/synapse_probabilities/php/property_page_connectivity.php?id1_neuron=1035&val1_property=DG_SG&color1=violetSoma&id2_neuron=1009&val2_property=DG_SG&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_connectivity.php?id1_neuron=6078&val1_property=EC_III&color1=red&id2_neuron=6082&val2_property=EC_III&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_connectivity.php?id1_neuron=6096&val1_property=EC_II&color1=violetSoma&id2_neuron=6017&val2_property=EC_II&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
"/synapse_probabilities/php/property_page_connectivity.php?neuron_show_only_value=,,,&start=0&stop=10&neuron_show_only=1",0,1,0.00%
"/synapse_probabilities/php/property_page_connectivity.php?neuron_show_only_value=,,,Known&start=0&stop=10&neuron_show_only=1",0,2,0.00%
/synapse_probabilities/php/property_page_fp.php?id_neuron=1000&parameter=ASP.&count=1&page=1,0,14,0.00%
"/synapse_probabilities/php/property_page_morphology.php?neuron_show_only_value=,,Somata&start=0&stop=10&neuron_show_only=1",0,1,0.00%
"/synapse_probabilities/php/property_page_morphology.php?neuron_show_only_value=,Dendrites,Somata&start=0&stop=10&neuron_show_only=1",0,1,0.00%
"/synapse_probabilities/php/property_page_morphology.php?neuron_show_only_value=Axons,,Somata&start=0&stop=10&neuron_show_only=1",0,1,0.00%
"/synapse_probabilities/php/property_page_morphology.php?neuron_show_only_value=Axons,Dendrites,Somata&start=0&stop=10&neuron_show_only=1",0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm_old2.php?id1_neuron=1000&color1=red&id2_neuron=1002&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1001&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1002&color=&page=1&nm_page=,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1002&color=violetSoma&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1035&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1&nm_page=prosy,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1&nm_page=prosyn,0,4,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1001&id_neuron_target=1000&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1001&id_neuron_target=1001&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1001&id_neuron_target=1002&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1004&id_neuron_target=1000&color=violetSoma&page=1,0,7,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1004&id_neuron_target=1002&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1004&id_neuron_target=1043&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1004&id_neuron_target=6040&color=violetSoma&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1005&id_neuron_target=1035&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1006&id_neuron_target=1001&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1006&id_neuron_target=1010&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1006&id_neuron_target=1043&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1009&id_neuron_target=1041&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1041&id_neuron_target=1002&color=violetSoma&page=1&nm_page=noc,0,21,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1041&id_neuron_target=1027&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1041&id_neuron_target=1041&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1043&id_neuron_target=1000&color=violetSoma&page=1&nm_page=prosyn,0,4,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1043&id_neuron_target=1010&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1043&id_neuron_target=1027&color=violetSoma&page=1&nm_page=prosyn,0,4,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1043&id_neuron_target=6095&color=violetSoma&page=1,0,8,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=2000&id_neuron_target=4036&color=violetSoma&page=1&nm_page=ps,0,12,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=4000&id_neuron_target=4013&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=4078&id_neuron_target=4000&color=violetSoma&page=1&nm_page=ps,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=4080&id_neuron_target=4041&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=4080&id_neuron_target=4093&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=4081&id_neuron_target=4013&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=6092&id_neuron_target=4054&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron=&val_property=&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron=1000&val_property=1002&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron=1000&val_property=1041&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron=1000&val_property=DG_H&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron=1001&val_property=1000&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=&val1_property=DG:H&color1=red&id2_neuron=&val2_property=DG:H&color2=blue&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=&part=dendrites,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&color1=red&id2_neuron=1002&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&color1=red&id2_neuron=1041&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&color1=red&id2_neuron=1041&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,5,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&color1=red&id2_neuron=1043&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val_property=Array&color1=red&id2_neuron=1041&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val_property=DG_H_Both&color1=red&id2_neuron=1041&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val_property=DG_H&color1=red&id2_neuron=1041&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val_property=DG:All:Both&color1=red&id2_neuron=1041&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val_property=DG:H:Both&color1=red&id2_neuron=1041&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_All&color1=red&id2_neuron=1041&val2_property=DG_All&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,6,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,13,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,54,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps&part=,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps&part=axons,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps&part=axons_dendrites,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps&part=dendrites,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps&type=dendrites,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,7,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,8,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1010&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1010&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1013&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1027&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1027&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1027&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1035&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1035&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1035&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1043&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1043&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1043&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,6,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1043&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1001&color1=red&id2_neuron=1000&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1001&val1_property=DG_All&color1=red&id2_neuron=1010&val2_property=DG_All&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1001&val1_property=DG_H&color1=red&id2_neuron=1010&val2_property=DG_H&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1001&val1_property=DG_SMi&color1=red&id2_neuron=1010&val2_property=DG_SMi&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1002&val1_property=DG_H&color1=red&id2_neuron=1036&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1002&val1_property=DG_SMi&color1=red&id2_neuron=1000&val2_property=DG_SMi&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1005&val1_property=DG_SMi&color1=red&id2_neuron=1004&val2_property=DG_SMi&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1008&val1_property=DG_SMo&color1=red&id2_neuron=1004&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1009&val1_property=DG_SMi&color1=red&id2_neuron=1004&val2_property=DG_SMi&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1027&val1_property=DG_SMi&color1=red&id2_neuron=1010&val2_property=DG_SMi&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1041&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1041&val1_property=DG_H&color1=red&id2_neuron=1010&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1041&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,4,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1041&val1_property=DG_H&color1=red&id2_neuron=1043&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1041&val1_property=DG_SG&color1=red&id2_neuron=1036&val2_property=DG_SG&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=2000&val1_property=CA3_SR&color1=red&id2_neuron=2000&val2_property=CA3_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
